Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
11:30:00 CH,3,Friday,18,4,1,11,34,low
11:45:00 CH,3,Friday,19,1,1,37,58,normal
12:00:00 SA,4,Saturday,13,2,0,25,40,normal
12:15:00 SA,4,Saturday,16,4,1,15,36,normal
12:30:00 SA,4,Saturday,10,4,1,16,31,normal
12:45:00 SA,4,Saturday,18,3,0,19,40,normal
1:00:00 SA,4,Saturday,15,5,0,10,30,low
1:15:00 SA,4,Saturday,14,2,1,22,39,normal
1:30:00 SA,4,Saturday,15,0,0,15,30,normal
1:45:00 SA,4,Saturday,17,5,0,21,43,normal
2:00:00 SA,4,Saturday,14,0,1,12,27,low
2:15:00 SA,4,Saturday,10,1,0,11,22,low
2:30:00 SA,4,Saturday,18,5,0,18,41,normal
2:45:00 SA,4,Saturday,12,4,0,11,27,low
3:00:00 SA,4,Saturday,17,0,1,30,48,normal
3:15:00 SA,4,Saturday,20,1,0,28,49,normal
3:30:00 SA,4,Saturday,19,5,1,38,63,normal
3:45:00 SA,4,Saturday,15,0,0,36,51,normal
4:00:00 SA,4,Saturday,10,2,0,30,42,normal
4:15:00 SA,4,Saturday,74,4,4,13,95,normal
4:30:00 SA,4,Saturday,96,29,6,17,148,normal
4:45:00 SA,4,Saturday,109,16,6,12,143,normal
5:00:00 SA,4,Saturday,113,6,9,10,138,normal
5:15:00 SA,4,Saturday,90,24,8,20,142,normal
5:30:00 SA,4,Saturday,106,19,10,17,152,normal
5:45:00 SA,4,Saturday,96,7,6,4,113,normal
6:00:00 SA,4,Saturday,102,21,42,3,168,heavy
6:15:00 SA,4,Saturday,140,35,50,0,225,heavy
6:30:00 SA,4,Saturday,105,33,29,4,171,heavy
6:45:00 SA,4,Saturday,134,26,27,1,188,heavy
7:00:00 SA,4,Saturday,123,35,45,1,204,heavy
7:15:00 SA,4,Saturday,128,31,26,0,185,heavy
7:30:00 SA,4,Saturday,105,32,43,0,180,heavy
7:45:00 SA,4,Saturday,137,13,31,5,186,heavy
8:00:00 SA,4,Saturday,148,37,46,2,233,heavy
8:15:00 SA,4,Saturday,105,14,35,2,156,high
8:30:00 SA,4,Saturday,148,17,42,5,212,heavy
8:45:00 SA,4,Saturday,116,22,30,3,171,heavy
9:00:00 SA,4,Saturday,143,28,46,1,218,heavy
9:15:00 SA,4,Saturday,30,24,13,13,80,normal
9:30:00 SA,4,Saturday,74,23,35,10,142,high
9:45:00 SA,4,Saturday,67,5,36,17,125,high
10:00:00 SA,4,Saturday,59,11,33,25,128,high
10:15:00 SA,4,Saturday,34,21,39,16,110,normal
10:30:00 SA,4,Saturday,72,24,10,9,115,normal
10:45:00 SA,4,Saturday,73,12,32,5,122,high
11:00:00 SA,4,Saturday,26,8,8,24,66,normal
11:15:00 SA,4,Saturday,47,5,7,28,87,normal
11:30:00 SA,4,Saturday,33,10,6,29,78,normal
11:45:00 SA,4,Saturday,39,8,13,20,80,normal
12:00:00 CH,4,Saturday,36,5,14,22,77,normal
12:15:00 CH,4,Saturday,53,9,15,25,102,normal
12:30:00 CH,4,Saturday,37,9,10,30,86,normal
12:45:00 CH,4,Saturday,54,8,4,27,93,normal
1:00:00 CH,4,Saturday,20,8,15,26,69,normal
1:15:00 CH,4,Saturday,47,29,28,9,113,high
1:30:00 CH,4,Saturday,51,27,10,20,108,normal
1:45:00 CH,4,Saturday,114,11,40,20,185,heavy
2:00:00 CH,4,Saturday,73,13,19,9,114,normal
2:15:00 CH,4,Saturday,28,19,27,5,79,normal
2:30:00 CH,4,Saturday,105,20,20,11,156,normal
2:45:00 CH,4,Saturday,68,24,15,14,121,normal
3:00:00 CH,4,Saturday,112,16,30,11,169,heavy
3:15:00 CH,4,Saturday,120,30,28,15,193,heavy
3:30:00 CH,4,Saturday,38,27,12,18,95,normal
3:45:00 CH,4,Saturday,94,17,14,15,140,normal
4:00:00 CH,4,Saturday,107,28,45,8,188,heavy
4:15:00 CH,4,Saturday,100,16,49,7,172,heavy
4:30:00 CH,4,Saturday,145,15,20,9,189,heavy
4:45:00 CH,4,Saturday,133,17,22,8,180,heavy
5:00:00 CH,4,Saturday,117,36,41,10,204,heavy
5:15:00 CH,4,Saturday,113,26,26,8,173,heavy
5:30:00 CH,4,Saturday,101,20,21,9,151,normal
5:45:00 CH,4,Saturday,149,33,45,10,237,heavy
6:00:00 CH,4,Saturday,134,35,26,7,202,heavy
6:15:00 CH,4,Saturday,106,11,45,9,171,heavy
6:30:00 CH,4,Saturday,121,37,34,6,198,heavy
6:45:00 CH,4,Saturday,97,13,11,15,136,normal
7:00:00 CH,4,Saturday,91,17,18,29,155,high
7:15:00 CH,4,Saturday,57,16,13,19,105,normal
7:30:00 CH,4,Saturday,110,10,10,20,150,normal
7:45:00 CH,4,Saturday,71,14,17,30,132,high
8:00:00 CH,4,Saturday,89,25,20,24,158,high
8:15:00 CH,4,Saturday,87,16,15,14,132,normal
8:30:00 CH,4,Saturday,106,12,16,9,143,normal
8:45:00 CH,4,Saturday,78,10,19,20,127,normal
9:00:00 CH,4,Saturday,61,10,16,27,114,high
9:15:00 CH,4,Saturday,74,19,15,24,132,high
9:30:00 CH,4,Saturday,56,20,11,25,112,high
9:45:00 CH,4,Saturday,106,22,16,18,162,normal
10:00:00 CH,4,Saturday,10,1,1,12,24,low
10:15:00 CH,4,Saturday,12,4,1,33,50,normal
10:30:00 CH,4,Saturday,16,4,0,16,36,normal
10:45:00 CH,4,Saturday,18,1,0,18,37,normal
11:00:00 CH,4,Saturday,19,2,0,36,57,normal
11:15:00 CH,4,Saturday,18,4,1,35,58,normal
11:30:00 CH,4,Saturday,17,0,0,31,48,normal
11:45:00 CH,4,Saturday,18,1,0,16,35,normal
12:00:00 SA,5,Sunday,15,4,0,37,56,normal
12:15:00 SA,5,Sunday,11,5,0,14,30,normal
12:30:00 SA,5,Sunday,11,5,0,22,38,normal
12:45:00 SA,5,Sunday,12,2,1,37,52,normal
1:00:00 SA,5,Sunday,18,1,1,34,54,normal
1:15:00 SA,5,Sunday,19,1,0,11,31,low
1:30:00 SA,5,Sunday,11,4,1,26,42,normal
1:45:00 SA,5,Sunday,18,3,0,28,49,normal
2:00:00 SA,5,Sunday,12,4,1,37,54,normal
2:15:00 SA,5,Sunday,11,1,1,29,42,normal
2:30:00 SA,5,Sunday,19,5,1,29,54,normal
2:45:00 SA,5,Sunday,18,4,0,11,33,low
3:00:00 SA,5,Sunday,16,4,0,29,49,normal
3:15:00 SA,5,Sunday,19,4,1,33,57,normal
3:30:00 SA,5,Sunday,15,3,1,12,31,low
3:45:00 SA,5,Sunday,16,4,1,28,49,normal
4:00:00 SA,5,Sunday,11,4,0,20,35,normal
4:15:00 SA,5,Sunday,93,4,1,16,114,normal
4:30:00 SA,5,Sunday,114,12,7,18,151,normal
4:45:00 SA,5,Sunday,56,7,5,20,88,normal
5:00:00 SA,5,Sunday,92,23,3,19,137,normal
5:15:00 SA,5,Sunday,99,6,6,7,118,normal
5:30:00 SA,5,Sunday,108,14,6,9,137,normal
5:45:00 SA,5,Sunday,66,20,2,16,104,normal
6:00:00 SA,5,Sunday,147,26,44,5,222,heavy
6:15:00 SA,5,Sunday,139,27,29,1,196,heavy
6:30:00 SA,5,Sunday,119,31,36,5,191,heavy
6:45:00 SA,5,Sunday,114,30,21,2,167,normal
7:00:00 SA,5,Sunday,103,27,21,4,155,normal
7:15:00 SA,5,Sunday,105,17,29,4,155,high
7:30:00 SA,5,Sunday,124,29,41,1,195,heavy
7:45:00 SA,5,Sunday,118,19,34,1,172,heavy
8:00:00 SA,5,Sunday,101,37,32,0,170,heavy
8:15:00 SA,5,Sunday,109,11,48,1,169,heavy
8:30:00 SA,5,Sunday,143,12,23,3,181,heavy
8:45:00 SA,5,Sunday,143,40,30,0,213,heavy
9:00:00 SA,5,Sunday,128,16,34,0,178,heavy
9:15:00 SA,5,Sunday,14,25,14,16,69,normal
9:30:00 SA,5,Sunday,99,10,11,15,135,normal
9:45:00 SA,5,Sunday,67,1,22,14,104,normal
10:00:00 SA,5,Sunday,42,2,29,9,82,normal
10:15:00 SA,5,Sunday,92,3,33,21,149,high
10:30:00 SA,5,Sunday,91,16,28,9,144,high
10:45:00 SA,5,Sunday,25,9,10,28,72,normal
11:00:00 SA,5,Sunday,37,5,12,29,83,normal
11:15:00 SA,5,Sunday,55,6,12,29,102,normal
11:30:00 SA,5,Sunday,49,8,8,26,91,normal
11:45:00 SA,5,Sunday,69,9,3,20,101,normal
12:00:00 CH,5,Sunday,38,6,6,24,74,normal
12:15:00 CH,5,Sunday,40,8,12,21,81,normal
12:30:00 CH,5,Sunday,53,5,3,20,81,normal
12:45:00 CH,5,Sunday,21,8,4,28,61,normal
1:00:00 CH,5,Sunday,24,7,4,20,55,normal
1:15:00 CH,5,Sunday,47,24,24,9,104,normal
1:30:00 CH,5,Sunday,90,30,32,8,160,high
1:45:00 CH,5,Sunday,120,21,22,14,177,heavy
2:00:00 CH,5,Sunday,120,12,40,13,185,heavy
2:15:00 CH,5,Sunday,66,14,21,7,108,normal
2:30:00 CH,5,Sunday,89,24,12,6,131,normal
2:45:00 CH,5,Sunday,80,17,16,5,118,normal
3:00:00 CH,5,Sunday,114,21,10,9,154,normal
3:15:00 CH,5,Sunday,94,20,7,10,131,normal
3:30:00 CH,5,Sunday,70,18,28,5,121,high
3:45:00 CH,5,Sunday,56,17,15,8,96,low
4:00:00 CH,5,Sunday,141,15,20,6,182,heavy
4:15:00 CH,5,Sunday,150,19,46,7,222,heavy
4:30:00 CH,5,Sunday,119,37,22,8,186,heavy
4:45:00 CH,5,Sunday,144,14,44,5,207,heavy
5:00:00 CH,5,Sunday,110,25,46,6,187,heavy
5:15:00 CH,5,Sunday,138,15,31,10,194,heavy
5:30:00 CH,5,Sunday,140,35,41,5,221,heavy
5:45:00 CH,5,Sunday,103,24,28,8,163,high
6:00:00 CH,5,Sunday,142,27,30,5,204,heavy
6:15:00 CH,5,Sunday,149,13,22,9,193,heavy
6:30:00 CH,5,Sunday,126,40,39,8,213,heavy
6:45:00 CH,5,Sunday,78,15,14,28,135,high
7:00:00 CH,5,Sunday,102,15,11,29,157,high
7:15:00 CH,5,Sunday,96,22,20,12,150,normal
7:30:00 CH,5,Sunday,110,24,15,14,163,normal
7:45:00 CH,5,Sunday,97,22,17,13,149,normal
8:00:00 CH,5,Sunday,53,19,11,18,101,normal
8:15:00 CH,5,Sunday,82,8,17,29,136,high
8:30:00 CH,5,Sunday,91,24,18,29,162,high
8:45:00 CH,5,Sunday,102,6,14,35,157,high
9:00:00 CH,5,Sunday,109,6,15,18,148,normal
9:15:00 CH,5,Sunday,78,16,13,27,134,high
9:30:00 CH,5,Sunday,66,12,16,33,127,high
9:45:00 CH,5,Sunday,100,17,15,22,154,high
10:00:00 CH,5,Sunday,15,1,1,25,42,normal
10:15:00 CH,5,Sunday,16,1,0,33,50,normal
10:30:00 CH,5,Sunday,19,4,0,26,49,normal
10:45:00 CH,5,Sunday,10,0,1,34,45,normal
11:00:00 CH,5,Sunday,14,0,0,28,42,normal
11:15:00 CH,5,Sunday,13,2,0,22,37,normal
11:30:00 CH,5,Sunday,18,5,1,20,44,normal
11:45:00 CH,5,Sunday,18,4,0,18,40,normal
12:00:00 SA,6,Monday,11,3,0,26,40,normal
12:15:00 SA,6,Monday,13,1,0,24,38,normal
12:30:00 SA,6,Monday,19,5,1,15,40,normal
12:45:00 SA,6,Monday,11,3,1,28,43,normal
1:00:00 SA,6,Monday,11,1,1,40,53,normal
1:15:00 SA,6,Monday,18,4,1,28,51,normal
1:30:00 SA,6,Monday,15,2,1,16,34,normal
1:45:00 SA,6,Monday,20,0,0,27,47,normal
2:00:00 SA,6,Monday,14,5,0,17,36,normal
2:15:00 SA,6,Monday,11,3,1,10,25,low
2:30:00 SA,6,Monday,18,5,0,22,45,normal
2:45:00 SA,6,Monday,12,4,0,16,32,normal
3:00:00 SA,6,Monday,10,2,0,24,36,normal
3:15:00 SA,6,Monday,20,0,1,36,57,normal
3:30:00 SA,6,Monday,20,1,0,29,50,normal
3:45:00 SA,6,Monday,16,4,0,24,44,normal
4:00:00 SA,6,Monday,18,3,0,22,43,normal
4:15:00 SA,6,Monday,88,11,10,3,112,normal
4:30:00 SA,6,Monday,114,5,9,7,135,normal
4:45:00 SA,6,Monday,103,3,9,17,132,normal
5:00:00 SA,6,Monday,81,16,7,14,118,normal
5:15:00 SA,6,Monday,94,1,9,3,107,low
5:30:00 SA,6,Monday,56,11,9,15,91,normal
5:45:00 SA,6,Monday,80,16,5,10,111,low
6:00:00 SA,6,Monday,138,35,47,4,224,heavy
6:15:00 SA,6,Monday,123,27,22,4,176,heavy
6:30:00 SA,6,Monday,114,30,36,2,182,heavy
6:45:00 SA,6,Monday,122,30,37,2,191,heavy
7:00:00 SA,6,Monday,148,10,28,2,188,heavy
7:15:00 SA,6,Monday,127,38,48,0,213,heavy
7:30:00 SA,6,Monday,113,32,44,1,190,heavy
7:45:00 SA,6,Monday,131,26,40,1,198,heavy
8:00:00 SA,6,Monday,108,27,44,5,184,heavy
8:15:00 SA,6,Monday,109,19,49,3,180,heavy
8:30:00 SA,6,Monday,125,15,28,3,171,heavy
8:45:00 SA,6,Monday,139,30,35,4,208,heavy
9:00:00 SA,6,Monday,103,35,50,2,190,heavy
9:15:00 SA,6,Monday,64,13,40,12,129,high
9:30:00 SA,6,Monday,79,1,10,30,120,high
9:45:00 SA,6,Monday,50,2,7,14,73,normal
10:00:00 SA,6,Monday,84,18,18,28,148,high
10:15:00 SA,6,Monday,99,16,39,26,180,heavy
10:30:00 SA,6,Monday,42,3,27,18,90,normal
10:45:00 SA,6,Monday,53,2,29,24,108,normal
11:00:00 SA,6,Monday,63,10,8,28,109,normal
11:15:00 SA,6,Monday,24,8,3,20,55,normal
11:30:00 SA,6,Monday,46,8,6,26,86,normal
11:45:00 SA,6,Monday,20,7,8,26,61,normal
12:00:00 CH,6,Monday,41,8,7,27,83,normal
12:15:00 CH,6,Monday,44,5,3,28,80,normal
12:30:00 CH,6,Monday,33,6,14,28,81,normal
12:45:00 CH,6,Monday,30,9,7,25,71,normal
1:00:00 CH,6,Monday,68,7,5,25,105,normal
1:15:00 CH,6,Monday,28,29,26,5,88,normal
1:30:00 CH,6,Monday,96,20,14,18,148,normal
1:45:00 CH,6,Monday,24,15,26,13,78,normal
2:00:00 CH,6,Monday,70,21,32,18,141,high
2:15:00 CH,6,Monday,49,21,11,20,101,normal
2:30:00 CH,6,Monday,51,22,12,16,101,normal
2:45:00 CH,6,Monday,84,12,15,15,126,normal
3:00:00 CH,6,Monday,99,18,7,20,144,normal
3:15:00 CH,6,Monday,106,10,9,8,133,normal
3:30:00 CH,6,Monday,6,11,34,20,71,normal
3:45:00 CH,6,Monday,59,29,15,16,119,normal
4:00:00 CH,6,Monday,139,25,41,5,210,heavy
4:15:00 CH,6,Monday,109,12,49,6,176,heavy
4:30:00 CH,6,Monday,124,24,47,9,204,heavy
4:45:00 CH,6,Monday,135,29,39,7,210,heavy
5:00:00 CH,6,Monday,137,15,37,7,196,heavy
5:15:00 CH,6,Monday,119,28,46,9,202,heavy
5:30:00 CH,6,Monday,127,21,28,5,181,heavy
5:45:00 CH,6,Monday,109,37,44,9,199,heavy
6:00:00 CH,6,Monday,145,27,35,7,214,heavy
6:15:00 CH,6,Monday,133,36,28,6,203,heavy
6:30:00 CH,6,Monday,138,19,36,5,198,heavy
6:45:00 CH,6,Monday,73,5,20,10,108,normal
7:00:00 CH,6,Monday,83,11,14,33,141,high
7:15:00 CH,6,Monday,89,8,10,19,126,normal
7:30:00 CH,6,Monday,99,19,18,24,160,high
7:45:00 CH,6,Monday,54,17,14,8,93,low
8:00:00 CH,6,Monday,58,18,14,6,96,low
8:15:00 CH,6,Monday,56,16,12,9,93,low
8:30:00 CH,6,Monday,77,6,20,5,108,normal
8:45:00 CH,6,Monday,85,6,18,17,126,normal
9:00:00 CH,6,Monday,105,14,13,32,164,high
9:15:00 CH,6,Monday,96,21,11,24,152,high
9:30:00 CH,6,Monday,66,22,17,16,121,normal
9:45:00 CH,6,Monday,88,15,19,14,136,normal
10:00:00 CH,6,Monday,16,1,1,24,42,normal
10:15:00 CH,6,Monday,13,1,0,11,25,low
10:30:00 CH,6,Monday,13,5,1,23,42,normal
10:45:00 CH,6,Monday,19,5,0,37,61,normal
11:00:00 CH,6,Monday,19,1,0,31,51,normal
11:15:00 CH,6,Monday,11,5,0,19,35,normal
11:30:00 CH,6,Monday,18,3,0,32,53,normal
11:45:00 CH,6,Monday,17,1,1,38,57,normal
12:00:00 SA,7,Tuesday,17,3,0,20,40,normal
12:15:00 SA,7,Tuesday,18,4,1,19,42,normal
12:30:00 SA,7,Tuesday,19,3,0,24,46,normal
12:45:00 SA,7,Tuesday,16,3,0,15,34,normal
1:00:00 SA,7,Tuesday,12,5,1,21,39,normal
1:15:00 SA,7,Tuesday,17,3,0,36,56,normal
1:30:00 SA,7,Tuesday,19,4,1,21,45,normal
1:45:00 SA,7,Tuesday,13,5,0,20,38,normal
2:00:00 SA,7,Tuesday,14,0,1,37,52,normal
2:15:00 SA,7,Tuesday,14,5,0,39,58,normal
2:30:00 SA,7,Tuesday,13,1,0,19,33,normal
2:45:00 SA,7,Tuesday,18,5,1,25,49,normal
3:00:00 SA,7,Tuesday,15,1,1,15,32,normal
3:15:00 SA,7,Tuesday,19,2,0,30,51,normal
3:30:00 SA,7,Tuesday,18,2,1,27,48,normal
3:45:00 SA,7,Tuesday,13,1,0,38,52,normal
4:00:00 SA,7,Tuesday,19,2,0,32,53,normal
4:15:00 SA,7,Tuesday,116,0,1,9,126,normal
4:30:00 SA,7,Tuesday,60,12,8,15,95,normal
4:45:00 SA,7,Tuesday,82,15,0,19,116,normal
5:00:00 SA,7,Tuesday,67,23,7,3,100,low
5:15:00 SA,7,Tuesday,59,27,10,18,114,normal
5:30:00 SA,7,Tuesday,66,6,9,5,86,low
5:45:00 SA,7,Tuesday,120,10,3,16,149,normal
6:00:00 SA,7,Tuesday,121,22,30,0,173,heavy
6:15:00 SA,7,Tuesday,130,27,39,5,201,heavy
6:30:00 SA,7,Tuesday,139,31,44,3,217,heavy
6:45:00 SA,7,Tuesday,129,14,43,5,191,heavy
7:00:00 SA,7,Tuesday,131,28,43,5,207,heavy
7:15:00 SA,7,Tuesday,119,39,24,1,183,heavy
7:30:00 SA,7,Tuesday,142,25,34,5,206,heavy
7:45:00 SA,7,Tuesday,123,22,22,3,170,heavy
8:00:00 SA,7,Tuesday,106,19,38,4,167,normal
8:15:00 SA,7,Tuesday,115,39,20,2,176,heavy
8:30:00 SA,7,Tuesday,111,17,32,1,161,high
8:45:00 SA,7,Tuesday,144,26,50,3,223,normal
9:00:00 SA,7,Tuesday,126,31,48,2,207,heavy
9:15:00 SA,7,Tuesday,73,22,21,29,145,high
9:30:00 SA,7,Tuesday,28,7,25,18,78,normal
9:45:00 SA,7,Tuesday,31,10,40,9,90,normal
10:00:00 SA,7,Tuesday,51,14,33,14,112,high
10:15:00 SA,7,Tuesday,22,7,39,23,91,normal
10:30:00 SA,7,Tuesday,46,5,11,21,83,normal
10:45:00 SA,7,Tuesday,72,22,21,27,142,high
11:00:00 SA,7,Tuesday,70,5,5,29,109,normal
11:15:00 SA,7,Tuesday,28,9,9,24,70,normal
11:30:00 SA,7,Tuesday,44,5,11,23,83,normal
11:45:00 SA,7,Tuesday,27,6,13,30,76,normal
12:00:00 CH,7,Tuesday,20,6,6,23,55,normal
12:15:00 CH,7,Tuesday,29,7,3,28,67,normal
12:30:00 CH,7,Tuesday,20,6,5,27,58,normal
12:45:00 CH,7,Tuesday,65,9,15,22,111,normal
1:00:00 CH,7,Tuesday,36,5,6,20,67,normal
1:15:00 CH,7,Tuesday,99,21,21,6,147,normal
1:30:00 CH,7,Tuesday,101,21,34,18,174,heavy
1:45:00 CH,7,Tuesday,98,29,34,12,173,heavy
2:00:00 CH,7,Tuesday,113,20,7,13,153,normal
2:15:00 CH,7,Tuesday,75,24,27,7,133,high
2:30:00 CH,7,Tuesday,71,21,38,11,141,high
2:45:00 CH,7,Tuesday,119,13,32,7,171,heavy
3:00:00 CH,7,Tuesday,114,11,39,13,177,heavy
3:15:00 CH,7,Tuesday,99,26,8,11,144,normal
3:30:00 CH,7,Tuesday,39,12,21,9,81,normal
3:45:00 CH,7,Tuesday,114,26,16,20,176,heavy
4:00:00 CH,7,Tuesday,120,32,39,9,200,heavy
4:15:00 CH,7,Tuesday,143,24,35,6,208,heavy
4:30:00 CH,7,Tuesday,121,28,21,5,175,heavy
4:45:00 CH,7,Tuesday,134,23,28,10,195,heavy
5:00:00 CH,7,Tuesday,103,13,37,10,163,high
5:15:00 CH,7,Tuesday,122,12,48,10,192,heavy
5:30:00 CH,7,Tuesday,145,39,23,6,213,heavy
5:45:00 CH,7,Tuesday,105,13,48,10,176,heavy
6:00:00 CH,7,Tuesday,144,13,40,10,207,heavy
6:15:00 CH,7,Tuesday,103,18,40,5,166,high
6:30:00 CH,7,Tuesday,120,15,34,8,177,heavy
6:45:00 CH,7,Tuesday,56,19,16,13,104,normal
7:00:00 CH,7,Tuesday,56,5,17,14,92,normal
7:15:00 CH,7,Tuesday,108,15,13,5,141,normal
7:30:00 CH,7,Tuesday,58,23,14,34,129,high
7:45:00 CH,7,Tuesday,58,13,11,33,115,high
8:00:00 CH,7,Tuesday,76,24,14,15,129,normal
8:15:00 CH,7,Tuesday,69,8,13,28,118,high
8:30:00 CH,7,Tuesday,54,9,12,10,85,low
8:45:00 CH,7,Tuesday,89,7,10,10,116,normal
9:00:00 CH,7,Tuesday,110,18,18,10,156,normal
9:15:00 CH,7,Tuesday,86,12,17,18,133,normal
9:30:00 CH,7,Tuesday,82,7,16,9,114,normal
9:45:00 CH,7,Tuesday,102,5,19,11,137,normal
10:00:00 CH,7,Tuesday,16,5,0,21,42,normal
10:15:00 CH,7,Tuesday,11,3,1,39,54,normal
10:30:00 CH,7,Tuesday,18,5,0,11,34,low
10:45:00 CH,7,Tuesday,12,0,1,32,45,normal
11:00:00 CH,7,Tuesday,15,4,1,39,59,normal
11:15:00 CH,7,Tuesday,15,4,0,26,45,normal
11:30:00 CH,7,Tuesday,13,1,0,30,44,normal
11:45:00 CH,7,Tuesday,12,3,0,28,43,normal
12:00:00 SA,8,Wednesday,17,2,1,20,40,normal
12:15:00 SA,8,Wednesday,14,5,1,33,53,normal
12:30:00 SA,8,Wednesday,16,3,1,11,31,low
12:45:00 SA,8,Wednesday,18,2,1,13,34,normal
1:00:00 SA,8,Wednesday,12,2,1,17,32,normal
1:15:00 SA,8,Wednesday,17,4,1,15,37,normal
1:30:00 SA,8,Wednesday,18,1,1,25,45,normal
1:45:00 SA,8,Wednesday,20,1,1,10,32,low
2:00:00 SA,8,Wednesday,15,1,0,21,37,normal
2:15:00 SA,8,Wednesday,11,3,1,34,49,normal
2:30:00 SA,8,Wednesday,19,0,1,13,33,normal
2:45:00 SA,8,Wednesday,10,3,0,14,27,normal
3:00:00 SA,8,Wednesday,17,5,1,17,40,normal
3:15:00 SA,8,Wednesday,16,1,0,11,28,low
3:30:00 SA,8,Wednesday,11,0,1,33,45,normal
3:45:00 SA,8,Wednesday,10,5,0,39,54,normal
4:00:00 SA,8,Wednesday,12,3,0,32,47,normal
4:15:00 SA,8,Wednesday,106,16,10,10,142,normal
4:30:00 SA,8,Wednesday,69,18,0,12,99,low
4:45:00 SA,8,Wednesday,103,26,6,12,147,normal
5:00:00 SA,8,Wednesday,99,25,6,6,136,normal
5:15:00 SA,8,Wednesday,85,9,4,11,109,low
5:30:00 SA,8,Wednesday,109,0,3,8,120,normal
5:45:00 SA,8,Wednesday,106,27,1,6,140,normal
6:00:00 SA,8,Wednesday,133,28,31,3,195,heavy
6:15:00 SA,8,Wednesday,108,39,34,5,186,heavy
6:30:00 SA,8,Wednesday,101,12,48,1,162,high
6:45:00 SA,8,Wednesday,145,11,29,1,186,heavy
7:00:00 SA,8,Wednesday,112,33,29,3,177,heavy
7:15:00 SA,8,Wednesday,111,18,32,4,165,high
7:30:00 SA,8,Wednesday,133,39,44,2,218,heavy
7:45:00 SA,8,Wednesday,115,34,37,5,191,heavy
8:00:00 SA,8,Wednesday,135,35,38,3,211,heavy
8:15:00 SA,8,Wednesday,142,40,28,3,213,heavy
8:30:00 SA,8,Wednesday,124,11,27,2,164,high
8:45:00 SA,8,Wednesday,122,29,31,5,187,heavy
9:00:00 SA,8,Wednesday,101,19,23,5,148,normal
9:15:00 SA,8,Wednesday,72,5,15,20,112,normal
9:30:00 SA,8,Wednesday,100,13,23,9,145,normal
9:45:00 SA,8,Wednesday,32,10,33,8,83,normal
10:00:00 SA,8,Wednesday,42,25,37,12,116,high
10:15:00 SA,8,Wednesday,81,25,40,20,166,high
10:30:00 SA,8,Wednesday,56,18,9,23,106,normal
10:45:00 SA,8,Wednesday,84,9,31,17,141,high
11:00:00 SA,8,Wednesday,36,9,8,28,81,normal
11:15:00 SA,8,Wednesday,32,5,11,27,75,normal
11:30:00 SA,8,Wednesday,26,7,15,27,75,normal
11:45:00 SA,8,Wednesday,34,5,5,22,66,normal
12:00:00 CH,8,Wednesday,66,9,6,30,111,normal
12:15:00 CH,8,Wednesday,69,10,4,24,107,normal
12:30:00 CH,8,Wednesday,44,7,9,20,80,normal
12:45:00 CH,8,Wednesday,58,10,5,27,100,normal
1:00:00 CH,8,Wednesday,27,6,14,30,77,normal
1:15:00 CH,8,Wednesday,19,21,25,15,80,normal
1:30:00 CH,8,Wednesday,39,15,30,8,92,normal
1:45:00 CH,8,Wednesday,109,21,10,12,152,normal
2:00:00 CH,8,Wednesday,93,10,9,15,127,normal
2:15:00 CH,8,Wednesday,73,16,12,11,112,normal
2:30:00 CH,8,Wednesday,111,18,29,16,174,heavy
2:45:00 CH,8,Wednesday,37,20,10,19,86,normal
3:00:00 CH,8,Wednesday,74,23,13,20,130,normal
3:15:00 CH,8,Wednesday,32,28,35,6,101,normal
3:30:00 CH,8,Wednesday,34,23,19,17,93,normal
3:45:00 CH,8,Wednesday,59,25,9,20,113,normal
4:00:00 CH,8,Wednesday,145,12,24,8,189,heavy
4:15:00 CH,8,Wednesday,118,17,28,8,171,heavy
4:30:00 CH,8,Wednesday,145,20,47,8,220,heavy
4:45:00 CH,8,Wednesday,140,25,46,10,221,heavy
5:00:00 CH,8,Wednesday,120,35,43,7,205,heavy
5:15:00 CH,8,Wednesday,126,24,31,7,188,heavy
5:30:00 CH,8,Wednesday,106,22,43,5,176,heavy
5:45:00 CH,8,Wednesday,137,40,28,9,214,heavy
6:00:00 CH,8,Wednesday,108,40,25,6,179,heavy
6:15:00 CH,8,Wednesday,135,15,50,6,206,heavy
6:30:00 CH,8,Wednesday,121,21,49,8,199,heavy
6:45:00 CH,8,Wednesday,59,6,20,6,91,normal
7:00:00 CH,8,Wednesday,59,13,18,27,117,high
7:15:00 CH,8,Wednesday,103,7,15,15,140,normal
7:30:00 CH,8,Wednesday,56,14,14,31,115,high
7:45:00 CH,8,Wednesday,106,23,12,9,150,normal
8:00:00 CH,8,Wednesday,109,5,16,17,147,normal
8:15:00 CH,8,Wednesday,110,5,20,11,146,normal
8:30:00 CH,8,Wednesday,86,15,15,23,139,high
8:45:00 CH,8,Wednesday,91,18,19,26,154,high
9:00:00 CH,8,Wednesday,99,19,15,28,161,high
9:15:00 CH,8,Wednesday,93,14,20,17,144,normal
9:30:00 CH,8,Wednesday,89,25,13,23,150,high
9:45:00 CH,8,Wednesday,107,15,12,24,158,high
10:00:00 CH,8,Wednesday,16,5,0,14,35,normal
10:15:00 CH,8,Wednesday,14,5,1,20,40,normal
10:30:00 CH,8,Wednesday,18,3,0,24,45,normal
